ccode,country,year,cyr,genyr,severity,magnitud,maglag,stfl,stfllag,coups,couplag,coldwar,regtype,rtyplag,marg,iperp,itarget,ineutral,iperplag,itarglag,ineutlag,ainr,ainr2y,ainr2ylg,ainr3y,aibr,aibr2y,aibr2ylg,aibr3y,ainrlag,aibrlag,economist,newsweek,avmdia,avmdia2y,avm2ylag,avmdia3y,econolag,nwswklag,avmdiala,pop,lpop,lpoplag,usmil,lusmil,usmillag,lusmilag,unchr,unchrlag,physint,ptsavg,archigos,archilag,punishlg,mag010,mag010lg,telephon,telep100,chngtele,chngtlag,ainr3ylg,aibr3ylg,avm3ylag
90,Guatemala,1978,901978,1,650,0.5,0,1,1,0,0,1,-5,-3,10.53,0,0,0,0,0,0,1,1,1,2,1,2,2,4,0,1,0,0,0,1,0,1,0,0,0,6345655,15.66,15.64,0,-3.69,1.4,0.34,1,0,,4,0,0,0,1,0,74237,1.1108705,15.12111,,1,3,1
90,Guatemala,1979,901979,2,650,0.5,0.5,1,1,0,0,1,-5,-5,11.61,0,0,0,0,0,0,2,3,1,4,19,20,2,22,1,1,1,0,1,1,1,2,0,0,0,6495749,15.69,15.66,0,-3.69,0,-3.69,1,1,,4,0,0,4,1,1,78623,1.1483905,5.908105,15.12111,2,4,1
90,Guatemala,1980,901980,3,6000,2,0.5,1,1,0,0,1,-5,-5,12.61,0,0,0,0,0,0,0,2,3,3,25,44,20,45,2,19,1,1,1,2,1,2,1,0,1,6649593,15.71,15.69,0,,0,-3.69,1,1,,4.5,0,0,4,4,1,82975,1.1827039,5.535276,5.908105,4,22,2
90,Guatemala,1981,901981,4,6000,2,2,1,1,0,0,1,-5,-5,13.35,0,0,0,0,0,0,1,1,2,3,18,43,44,62,0,25,2,2,2,3,2,4,1,1,1,6828684,15.74,15.71,0,,0,,1,1,0,4.5,0,0,4,4,4,88587,1.2318133,6.763483,5.535276,3,45,1.5
90,Guatemala,1982,901982,5,48000,3.5,2,1,1,3,0,1,-7,-5,14.41,0,0,0,0,0,0,1,2,1,2,20,38,43,63,1,18,8,3,6,8,3,9,2,2,2,6982721,15.76,15.74,0,,0,,1,1,1,4.5,1,0,4,7,4,98670,1.3381991,11.382031,6.763483,3,62,3.5
90,Guatemala,1983,901983,6,3000,1.5,3.5,1,1,1,3,1,-7,-7,15.37,0,0,0,0,0,0,0,1,2,2,16,36,38,54,1,20,4,3,4,10,8,12,8,3,6,7188649,15.79,15.76,0,,0,,1,1,1,4.5,1,1,4,3,7,106125,1.4038621,7.555488,11.382031,2,63,8.5
90,Guatemala,1984,901984,7,1500,1,1.5,1,1,0,1,1,-6,-7,15.52,0,0,0,0,0,0,0,0,1,1,13,29,36,49,0,16,0,0,0,4,10,10,4,3,4,7380338,15.81,15.79,0,,0,,1,1,0,4.5,0,1,4,2,3,117151,1.5120326,10.389635,7.555488,2,54,11
90,Guatemala,1985,901985,8,1500,1,1,1,1,0,0,1,-2,-6,16.86,0,0,0,0,0,0,0,0,0,0,22,35,29,51,0,13,1,0,1,1,4,5,0,0,0,7580844,15.84,15.81,0.8,-0.22,0,,1,1,0,4.5,0,0,4,2,2,128179,1.6149341,9.413492,10.389635,1,49,9
90,Guatemala,1986,901986,9,650,0.5,1,1,1,0,0,1,3,-2,20.61,0,0,0,0,0,0,1,1,0,1,11,33,35,46,0,22,0,1,1,2,1,2,1,0,1,7819999,15.87,15.84,9,2.2,0.8,-0.22,1,1,0,4,0,0,4,1,2,130971,1.6116257,2.1782038,9.413492,0,51,4
90,Guatemala,1987,901987,10,650,0.5,0.5,1,1,0,0,1,3,3,19.87,1,0,0,0,0,0,1,2,1,2,8,19,33,41,1,11,0,0,0,1,2,2,0,1,1,8159885,15.91,15.87,9,2.2,9,2.2,1,1,4,4,0,0,4,1,1,132718,1.5956844,1.333883,2.1782038,1,46,1
90,Guatemala,1988,901988,11,650,0.5,0.5,1,1,1,0,1,3,3,21.46,0,0,0,1,0,0,0,1,2,2,11,19,19,30,1,8,0,0,0,0,1,1,0,0,0,8495815,15.96,15.91,14.9,2.7,9,2.2,1,1,1,4,0,0,3,1,1,138222,1.624166,4.147139,1.333883,2,41,1
90,Guatemala,1989,901989,12,650,0.5,0.5,1,1,1,1,1,3,3,21.71,0,0,1,0,0,0,1,1,1,2,18,29,19,37,0,11,1,0,1,1,0,1,0,0,0,8730575,15.98,15.96,14.3,2.66,14.9,2.7,1,1,2,4,0,0,3,1,1,158840,1.8241745,14.916583,4.147139,2,30,0.5
90,Guatemala,1990,901990,13,1500,1,0.5,1,1,0,1,0,3,3,24.39,0,0,1,0,0,1,3,4,1,4,26,44,29,55,1,18,4,0,2,3,1,3,1,0,1,8965553,16.01,15.98,4.9,1.59,14.3,2.66,1,1,1,5,0,0,3,2,1,190218,2.1348531,19.75447,14.916583,2,37,0.5
90,Guatemala,1991,901991,14,0,0,1,1,1,0,0,0,3,3,23.38,,,,0,0,1,0,3,4,4,19,45,44,63,3,26,2,0,1,3,3,4,4,0,2,9213253,16.04,16.01,0.6,-0.51,4.9,1.59,1,1,2,4,0,0,3,0,2,202209,2.2174575,6.3038197,19.75447,4,55,2.5
92,El Salvador,1980,921980,1,12000,2.5,0,1,1,0,1,1,-2,-4,20.35,0,0,1,0,0,1,3,4,0,4,14,18,7,25,1,4,0,3,2,5,2,7,0,0,0,4566199,15.33,15.32,13.4,2.6,0,,1,0,,4.5,1,1,0,5,0,68833,1.4763052,2.590357,,2,17,6.5
92,El Salvador,1981,921981,2,12000,2.5,2.5,1,1,0,0,1,0,-2,21.83,0,0,0,0,0,1,2,5,4,5,7,21,18,28,3,14,0,0,0,2,5,5,0,3,2,4515094,15.32,15.33,72.8,4.29,13.4,2.6,1,1,0,4.5,0,1,4,5,5,72690,1.5349734,5.603417,2.590357,4,25,8
92,El Salvador,1982,921982,3,12000,2.5,2.5,1,1,0,0,1,2,0,23.22,1,0,0,0,0,0,2,4,5,7,9,16,21,30,2,7,1,5,3,3,2,5,0,0,0,4474873,15.31,15.32,157.4,5.06,72.8,4.29,1,1,0,4.5,0,0,4,5,5,79603,1.6568074,9.510249,5.603417,5,28,5.5
92,El Salvador,1983,921983,4,6000,2,2.5,1,1,0,0,1,4,2,21.59,1,0,0,1,0,0,0,2,4,4,20,29,16,36,2,9,1,4,3,6,3,6,1,5,3,4521153,15.32,15.31,149.4,5.01,157.4,5.06,1,1,0,4.5,0,0,4,4,5,80448,1.6517092,1.0615178,9.510249,7,30,4.5
92,El Salvador,1984,921984,5,3000,1.5,2,1,1,0,0,1,6,4,22.05,1,0,0,2,0,0,1,1,2,3,8,28,29,37,0,20,1,2,2,5,6,8,1,4,3,4587633,15.34,15.32,348.4,5.85,149.4,5.01,1,1,0,4.5,0,0,4,3,4,86257,1.7478743,7.2208133,1.0615178,4,36,5.5
92,El Salvador,1985,921985,6,1500,1,1.5,1,1,0,0,1,6,6,22.94,1,0,0,1,0,0,0,1,1,1,13,21,28,41,1,8,0,0,0,2,5,5,1,2,2,4664361,15.36,15.34,233.9,5.45,348.4,5.85,1,1,1,4,0,0,4,2,3,90496,1.8103147,4.914384,7.2208133,3,37,7
92,El Salvador,1986,921986,7,1500,1,1,1,1,0,0,1,6,6,24.42,1,0,0,1,0,0,0,0,1,1,15,28,21,36,0,13,15,3,0,0,2,2,0,0,0,4751017,15.37,15.36,204.4,5.32,233.9,5.45,1,1,1,4.5,0,0,4,2,2,91122,1.8000627,0.69174325,4.914384,1,41,4
92,El Salvador,1987,921987,8,650,0.5,1,1,1,0,0,1,6,6,30.53,1,0,0,1,0,0,1,1,0,1,17,32,28,45,0,15,17,3,1,1,0,1,15,3,0,4842194,15.39,15.37,182.4,5.21,204.4,5.32,1,1,3,4.5,0,0,4,1,2,98107,1.914352,7.6655474,0.69174325,1,36,10.5
92,El Salvador,1988,921988,9,650,0.5,0.5,1,1,0,0,1,6,6,34.25,1,0,0,1,0,0,1,2,1,2,15,32,32,47,1,17,15,2,1,2,1,2,17,3,1,4930397,15.41,15.39,129.2,4.86,182.4,5.21,1,1,1,4.5,0,0,4,1,1,105672,2.0365283,7.7109685,7.6655474,1,45,19
92,El Salvador,1989,921989,10,150,0,0.5,1,1,0,0,1,6,6,36.14,0,0,0,1,0,0,1,2,2,3,12,27,32,44,1,15,12,1,6,7,3,8,15,2,1,5015522,15.43,15.41,124.2,4.82,129.2,4.86,1,1,0,4,0,0,4,0,1,119867,2.2802896,13.433076,7.7109685,2,47,27.5
92,El Salvador,1990,921990,11,0,0,0,1,1,0,0,0,6,6,37.18,,,,0,0,1,3,4,2,5,15,27,27,42,1,12,15,2,3,9,7,10,12,1,6,5099884,15.44,15.43,119.3,4.78,124.2,4.82,1,1,1,4,0,0,4,0,0,124969,2.3447647,4.2563844,13.433076,3,44,25
155,Chile,1973,1551973,1,6000,2,0,1,0,2,0,1,-7,6,4.34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9896635,16.11,16.09,57.8,4.06,49.4,3.9,,,,,1,0,,4,0,,,,,,,
155,Chile,1974,1551974,2,6000,2,2,0,1,0,2,1,-7,-7,3.49,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.01E+07,16.13,16.11,58,4.06,57.8,4.06,,,,,0,1,,4,4,,,,,,,
155,Chile,1975,1551975,3,3000,1.5,2,0,0,0,0,1,-7,-7,5.47,0,0,0,0,0,0,1,,,,2,,,,,,0,1,1,,,,,,,1.03E+07,16.14,16.13,2,0.69,58,4.06,,,,,0,0,,3,4,297000,2.850549,,,,,
155,Chile,1976,1551976,4,3000,1.5,1.5,0,0,0,0,1,-7,-7,4.79,0,0,0,0,0,0,3,4,,,6,8,,,,2,1,1,1,2,,,0,1,1,1.04E+07,16.16,16.14,0,,2,0.69,1,,,3.5,0,0,,3,3,308000,2.9132555,3.7037036,,,,
155,Chile,1977,1551977,5,0,0,1.5,0,0,0,0,1,-7,-7,4.56,,,,0,0,0,2,5,4,6,3,9,8,11,3,6,0,1,1,2,2,3,1,1,1,1.06E+07,16.18,16.16,0,,0,,1,1,,3.5,0,0,4,0,3,325000,3.0314198,5.5194807,3.7037036,,,
160,Argentina,1976,1601976,1,3000,1.5,0,1,0,1,0,1,-9,6,2.72,0,0,0,0,0,0,2,2,,,10,13,,,0,5,0,0,0,0,,,0,0,0,2.65E+07,17.09,17.08,104.4,4.65,98,4.58,0,,,4.5,1,0,,3,0,1678000,6.346896,1.635373,5.5194807,,,
160,Argentina,1977,1601977,2,3000,1.5,1.5,0,1,0,1,1,-9,-9,2.2,0,0,0,0,0,0,2,4,2,4,7,17,13,20,2,10,1,1,1,1,0,1,0,0,0,2.70E+07,17.11,17.09,2,0.69,104.4,4.65,0,0,,5,0,1,0,3,3,1692000,6.29728,0.83432657,,,,
160,Argentina,1978,1601978,3,3000,1.5,1.5,0,0,0,0,1,-9,-9,2.44,0,0,0,0,0,0,2,4,4,6,11,18,17,28,2,7,0,0,0,1,1,1,1,1,1,2.74E+07,17.13,17.11,0,,2,0.69,0,0,,5,0,0,0,3,3,1728000,6.3294816,2.1276596,0.83432657,4,20,
160,Argentina,1979,1601979,4,1500,1,1.5,0,0,0,0,1,-9,-9,2.2,0,0,0,0,0,0,2,4,4,6,13,24,18,31,2,11,0,1,1,1,1,2,0,0,0,2.79E+07,17.14,17.13,0,,0,,1,0,,4.5,0,0,0,2,3,1797000,6.480327,3.9930556,2.1276596,6,28,1
160,Argentina,1980,1601980,5,1500,1,1,0,0,0,0,1,-9,-9,2.12,0,0,0,0,0,0,1,3,4,5,13,26,24,37,2,13,0,3,2,3,1,3,0,1,1,2.84E+07,17.16,17.14,0,,0,,1,1,,4.5,0,0,2,2,2,1879000,6.6740537,4.563161,3.9930556,6,31,1.5
160,Argentina,1981,1601981,6,0,0,1,0,0,0,0,1,-8,-9,2.09,,,,0,0,0,0,1,3,3,8,21,26,34,1,13,0,2,1,3,3,4,0,3,2,2.88E+07,17.18,17.16,0,,0,,1,1,1,4,1,0,2,0,2,2199000,7.6969814,17.030334,4.563161,5,37,2
346,Bosnia-Herz,1992,3461992,1,96000,4,0,1,0,0,0,0,0,,146.99,0,2,2,0,0,1,1,,,,6,,,,,,0,0,0,,,,,,,4256013,15.26,15.31,0,,0,,0,,,5,0,0,,8,0,600000,15.261754,,,,,
346,Bosnia-Herz,1993,3461993,2,96000,4,4,1,1,0,0,0,0,0,92.71,0,2,2,2,0,2,1,2,,,10,16,,,1,6,1,0,1,1,,,0,0,0,3955016,15.19,15.26,0,,0,,1,0,,5,0,0,0,8,8,600000,16.31581,0,,,,
346,Bosnia-Herz,1994,3461994,3,12000,2.5,4,1,1,0,0,0,0,0,135.99,1,2,2,2,0,2,4,5,2,6,12,22,16,28,1,10,0,1,1,2,1,2,0,1,0,3784983,15.15,15.19,0,,0,,0,1,,5,0,0,4,5,8,250000,7.221113,-58.333332,0,,,
346,Bosnia-Herz,1995,3461995,4,24000,3,2.5,1,1,0,0,0,0,0,112.35,1,2,3,2,1,2,6,10,5,11,12,24,22,34,4,12,4,0,2,3,2,4,1,1,1,3708960,15.13,15.15,0,,0,,0,0,,5,0,0,0,6,5,237843,7.1378818,-4.8628,-58.333332,6,28,1
346,Bosnia-Herz,1996,3461996,5,0,0,3,0,1,0,0,0,0,0,55.06,,,,2,1,2,5,11,10,15,15,27,24,39,6,12,1,1,1,3,3,4,0,2,1,3608495,15.1,15.13,127.6,4.85,0,,0,0,,3,0,0,0,0,6,272250,8.235869,14.466266,-4.8628,11,34,3
347,Yugoslavia,1998,3471998,1,1500,1,0,1,0,0,0,0,-6,-6,4.86,0,0,1,0,0,1,14,17,11,17,21,32,27,44,3,11,4,6,5,6,0,6,1,1,1,7675298,15.85,15.86,0,,0,,,,0,4.5,0,0,,2,0,,,,,5,39,3
347,Yugoslavia,1999,3471999,2,12000,2.5,1,1,1,0,0,0,-6,-6,6.23,0,1,3,0,0,1,23,37,17,40,24,45,32,56,14,21,6,17,12,17,6,17,4,6,5,7677153,15.85,15.85,42.8,3.76,0,,,,0,5,0,0,,5,2,,,,,17,44,6
347,Yugoslavia,2000,3472000,3,0,0,2.5,0,1,0,0,0,-6,-6,9.72,0,0,2,0,1,3,12,35,37,49,20,44,45,65,23,24,1,8,5,17,17,22,6,17,12,7604335,15.84,15.85,39.9,3.69,42.8,3.76,0,,1,4,0,0,,0,5,,,,,40,56,17
411,Equatorial Guinea,1969,4111969,1,6000,2,0,1,0,1,0,1,-7,2,1287.5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,266898,12.49,12.48,0,,0,,,,,,0,0,,4,0,,,,,,,
411,Equatorial Guinea,1970,4111970,2,6000,2,2,0,1,0,1,1,-7,-7,121.57,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,270435,12.51,12.49,0,,0,,,,,,0,0,,4,4,,,,,,,
411,Equatorial Guinea,1971,4111971,3,3000,1.5,2,0,0,0,0,1,-7,-7,130.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,273999,12.52,12.51,0,,0,,,,,,0,0,,3,4,,,,,,,
411,Equatorial Guinea,1972,4111972,4,650,0.5,1.5,0,0,0,0,1,-7,-7,149.81,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,277603,12.53,12.52,0,,0,,,,,,0,0,,1,3,,,,,,,
411,Equatorial Guinea,1973,4111973,5,650,0.5,0.5,0,0,0,0,1,-7,-7,201.44,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,271301,12.51,12.53,0,,0,,,,,,0,0,,1,1,,,,,,,
411,Equatorial Guinea,1974,4111974,6,1500,1,0.5,0,0,0,0,1,-7,-7,288.13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,249952,12.43,12.51,0,,0,,,,,,0,0,,2,1,,,,,,,
411,Equatorial Guinea,1975,4111975,7,3000,1.5,1,0,0,0,0,1,-7,-7,321.42,0,0,0,0,0,0,0,,,,0,,,,0,0,0,0,0,,,,,,,213292,12.27,12.43,0,,0,,,,,,0,0,,3,2,,,,,,,
411,Equatorial Guinea,1976,4111976,8,6000,2,1.5,0,0,0,0,1,-7,-7,388.58,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,1,1,1,,,0,0,0,190808,12.16,12.27,0,,0,,1,,,3,0,0,,4,3,,,,,,,
411,Equatorial Guinea,1977,4111977,9,1500,1,2,0,0,0,0,1,-7,-7,438.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,1,1,192675,12.17,12.16,0,,0,,1,1,,5,0,0,2,2,4,,,,,,,
411,Equatorial Guinea,1978,4111978,10,1500,1,1,0,0,0,0,1,-7,-7,505.36,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,2,2,0,1,1,194597,12.18,12.17,0,,0,,1,1,,3,0,0,2,2,2,,,,,0,0,1
411,Equatorial Guinea,1979,4111979,11,1500,1,1,0,0,1,0,1,-7,-7,638.73,1,0,0,0,0,0,1,2,1,2,1,2,1,2,1,1,0,0,0,0,1,1,0,0,0,221299,12.31,12.18,0,,0,,1,1,,2,1,0,2,2,2,,,,,1,1,1
411,Equatorial Guinea,1980,4111980,12,0,0,1,0,0,0,1,1,-7,-7,781.85,,,,1,0,0,0,1,2,2,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,256009,12.45,12.31,0,,0,,1,1,,,0,1,4,0,2,,,,,2,2,0.5
475,Nigeria,1967,4751967,1,96000,4,0,1,1,0,2,1,-7,-7,3.11,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.09E+07,17.75,16.7,1,0,1.7,0.53,,,,,0,2,,8,0,,,,,,,
475,Nigeria,1968,4751968,2,512000,5,4,1,1,0,0,1,-7,-7,3.98,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,5.24E+07,17.78,17.75,0.1,-2.3,1,0,,,,,0,0,,10,8,,,,,,,
475,Nigeria,1969,4751969,3,512000,5,5,1,1,0,0,1,-7,-7,3.24,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,5.40E+07,17.8,17.78,0.1,-2.3,0.1,-2.3,,,,,0,0,,10,10,,,,,,,
475,Nigeria,1970,4751970,4,12000,2.5,5,1,1,0,0,1,-7,-7,2.62,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,5.56E+07,17.83,17.8,0.2,-1.61,0.1,-2.3,,,,,0,0,,5,10,,,,,,,
475,Nigeria,1971,4751971,5,0,0,2.5,1,1,0,0,1,-7,-7,2.01,,,,1,0,0,,,,,,,,,,,,,,,,,,,,5.72E+07,17.86,17.83,0.8,-0.22,0.2,-1.61,,,,,0,0,,0,5,,,,,,,
490,Zaire/Congo,1964,4901964,1,6000,2,0,1,1,0,0,1,-6,-3,5.61,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1.84E+07,16.73,16.71,46,3.83,12,2.48,,,,,0,0,,4,0,,,,,,,
490,Zaire/Congo,1965,4901965,2,150,0,2,1,1,0,0,1,-9,-6,5.94,1,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,1.89E+07,16.75,16.73,33.2,3.5,46,3.83,,,,,1,0,,0,4,,,,,,,
490,Zaire/Congo,1966,4901966,3,0,0,0,1,1,0,0,1,-9,-9,5.3,,,,1,1,0,,,,,,,,,,,,,,,,,,,,1.93E+07,16.78,16.75,19.1,2.95,33.2,3.5,,,,,0,1,,0,0,,,,,,,
